icao24;typecode
3c56e5;A320
384c5a;FA8X
89642f;GLEX
394c6c;C206
3f2a17;BALL
a62825;A320
407281;A109
40676a;E190
405481;GLID
40496a;JAB4
14626e;MI8
a047e3;GLEX
4ab449;DV20
a7dea4;GLF4
780705;G550
4074b7;A20N
750219;B738
a90047;B06
3d10e8;C172
a6af1e;R44
a02386;DHC6
ae04e7;K35T
a0e751;B737
a7ba47;ST75
a36dee;P180
1416ba;AN2
403715;BALL
406f65;A169
4591a4;RALL
3d3f2f;DA40
a3a7d0;O1
404913;EV97
a53668;LJ45
a9285c;BE30
34620d;A20N
a9790a;R44
a76c8f;T50
a54866;R44
49d364;Z42
383739;WA50
49b564;AN2
a1a7b1;UH1
7c1c53;AT76
7c6d01;PC12
4040a6;BALL
3ef8ae;GLID
ad5c38;B712
ac67f2;G550
c0360e;B738
3e76df;AS26
3e63f6;SF25
504e43;B744
009380;B06
401e3f;PA32
a6869a;B06
3a266d;A343
383c58;DR22
88530f;A320
ae0e60;H60
3ef166;GLID
a4cdbc;EXPL
3ee64f;GLID
c0668a;BE9L
498888;R44
3d04ec;OSCR
c0488a;PC12
3ff178;EV97
4c0676;PAY1
4b0b05;DR10
49c003;WT9
abb8d6;B47G
ab80ad;LJ45
390c80;DR40
a6400d;B06
ab62ad;B738
a70f88;B752
c07a09;H500
4c056a;C310
ac6fcc;TBM9
40745c;P32R
406173;GLID
40565c;GLID
444871;PARA
3eeb6e;GLID
4b42a3;A139
a066d3;LJ31
44da03;C182
3e3d71;C303
390daa;TB20
ac9c1d;R66
4034aa;D18
406cfa;AS29
ae11d9;E3TF
43c24b;H64
394864;DA40
86d2cc;B788
3864c1;T6
45e1b5;G109
780873;A332
a38cde;PC12
405605;GLID
e034c6;A343
a3a9ab;R44
c021c6;B350
4cabae;B738
84b4ad;C208
a57608;UH1
3ff093;WT9
aaf8bb;CJ6
3c56f0;A320
34304f;B350
aa77f8;TBM8
0ca2fe;AT46
3954a5;CP23
3eea0b;GLID
458f39;PA25
8406b0;A320
a36d3c;U21
ab56d2;EC30
0ac0df;B722
4b50f8;GLID
3ce460;LJ60
404ea3;VENT
aaf25e;E55P
0d81c1;E190
a3a263;E55P
aae768;EXEJ
0d07fc;LJ45
a7008a;PAY2
391703;Z26
abd92b;EN28
a13c34;R22
ab3275;CRJ9
4ab454;C337
402a46;BALL
ac6f92;C680
5080d5;AN26
780710;B737
3fed77;MT
383d48;DR22
75030f;DHC6
ae05dd;C130
3d31a3;ST75
4b0754;C182
3ed911;ARCP
4062cf;AUS6
aa43e7;C750
a2c9ec;B737
394c20;AS50
a291e4;UHEL
a0ab18;EN28
405520;GLID
aaf207;H60
a4ba21;R22
3d0c8c;C172
a70033;C55B
0d07a5;CL64
401670;D6CR
3d3f3a;TB21
ae117e;C17
71c962;B06
ae1cfa;P3
3f05a4;GLID
45e15a;GLID
405bec;GLID
4040b1;SKAR
a05c75;F2TH
45bdef;BALL
c0036b;B06
3005b7;P208
4854af;BE36
a6fef0;LJ55
44889a;BALL
aa1d62;H269
401e4a;BALL
3ee766;GLID
a9a274;CORS
4bd181;B734
a0bebe;GLF4
383c63;RALL
a8157c;C25B
394df4;DR40
ac3cab;E35L
3ef171;GLID
3ee65a;GLID
484f5d;S22T
a12607;TBM8
3ff183;WT9
141011;EC30
400ae7;A319
45c303;GLID
7800f6;B738
c01e4f;GLEX
a30243;AS65
7500c5;GLEX
a1f87e;PC12
3f00ef;GLID
c085e0;B738
c01512;R44
3fb1d1;C160
a25695;LJ75
abe532;CRJ2
c81627;C208
a23895;S22T
a97a39;R22
781402;G650
383997;PA18
a51d46;B429
3ee603;GLID
48de18;RV10
3d3cf0;A210
c0566c;B06
ae11e4;E3TF
3ff10b;ULAC
405c9d;ULAC
a0f815;B763
a4e29e;R44
780ca0;A320
ad6416;C208
3feab5;FDCT
a1e51d;GLF4
abcd68;TBM8
3d2b7c;WA40
c034ba;B738
44a82f;B737
a5b682;C208
c016ba;C82R
4242ab;B772
45d158;GLID
3916eb;DR40
a0d1a8;P46T
7335a2;A343
3ee7ab;DG80
e48420;AT75
e0740b;SW4
39108e;PC6T
80043e;A332
4404ae;DV20
090059;B772
4ab54a;BE20
403e46;F8L
402b3c;R22
4a3487;EC20
400a8c;P28R
a095ee;EC30
405b3a;RV8
c82740;SVNH
ad82d3;B06
c80940;H269
abba07;H25B
393ce6;BALL
06a138;B77W
3d0d25;S05R
75031a;B738
44d9f6;PA25
ae18f2;A10
aca976;P46T
3e078a;EN28
4057e4;CP23
3eecf6;NIMB
a02a3f;CRJ7
391037;BALL
a695f9;A320
1464e6;MI8
50816a;MI8
adfed6;BE20
a7e7f0;AS50
ae0693;K35R
ac6b76;DHC2
c039e9;B412
3d4116;Z26
a50c38;C525
3fed0a;G3
458519;C172
3d2be2;DV20
010197;C295
a2b2e7;D28D
c81bb7;EXEC
7c3123;R22
01008b;C130
a88d93;FA50
3d487b;RV7
a81693;B752
a5c374;B407
3ee771;GLID
ae1132;TEX2
40330f;R22
ae061b;C130
402819;AUS6
40150f;PA18
4b366f;WACF
a31e95;B350
76d035;A320
390c8d;DR40
c03c5a;BE20
405ba0;GLID
a55bde;ST75
c01e5a;R44
1458ea;MI8
14abc1;AN2
aa9801;B772
3e6e88;AS24
a6bd32;G450
498477;L159
4052d8;GLID
a51d51;C25B
484f11;PITA
3e5241;C25A
ac7349;C25A
4064d6;ULAC
45ab44;AT76
4051cc;GLID
4046d6;C172
43c279;H64
3d21b7;C172
a45298;GLF3
3d33b5;RV7
3eede6;GLID
a1a784;T28
3feac0;FDCT
85c970;B738
404079;FOX
a7e9cb;AS50
33fded;P180
7c06ad;B06
a49ccf;EC45
403932;ULAC
780e41;B738
4b3a2b;MCR1
a66549;H25C
abe7fc;G44
38392a;S05F
a1d1c5;B722
aca307;AC90
a67747;T6
7102e0;C130
a65947;UH12
a106b3;E135
a4b254;P40
a87c85;A119
702059;B772
a8107b;PA34
ac4ab4;EC35
a5bf73;BFIT
403e51;P28A
3d2b30;C182
aaf1fa;A333
4058da;GLID
a16302;B350
0d057c;C680
a91369;C25M
3effea;GLID
a0719c;P46T
3d40fe;SR20
a6a705;C25B
86d8fc;A320
402da9;ULAC
87c405;B350
40167d;C182
71d486;KA32
405192;BALL
40672b;BALL
a1cd07;B407
a4000f;A320
386494;DHC1
a97693;P28A
ab6229;B738
71bd32;B773
4071c8;TB20
4053c8;ULAC
c07247;BE20
382b14;RALL
4070bc;C172
a90008;B06
3432cd;CN35
ae01f8;TEX2
0a0039;AT75
3d40a7;C82R
4b1908;A343
3836e0;RALL
aa1d6f;H269
8a020d;B738
406c76;B733
8a140b;B190
0d8194;LJ55
a326ad;R22
40331a;BALL
758304;A321
402824;PA22
c006ce;BE10
46b8a1;A32N
4b4984;GLID
3de6f0;R22
484739;BALL
3f7588;A400
142328;F900
7cfa0f;EC35
009d20;B350
48462d;C172
3d625f;PC9
aae27d;H25B
3ef4d4;GLID
a66ad9;TBM7
c0151f;R44
3ee9bd;GLID
8961a6;A332
abe28f;C25M
7c79a5;B06
ae4a21;TEX2
a7cafe;B06
3d1a22;SUBA
a8c614;ST75
0d0778;LJ40
a4accd;COL4
4059ca;GLID
3d34ab;S22T
3eeedc;GLID
040104;B738
45a209;B06
3f0577;GLID
3d33c0;RV7
3ddd77;EC35
404084;ULAC
a8cb33;ASTR
40356d;ULAC
4b3cef;B47G
3ddc6b;EC45
ae1757;H60
a063e4;PC12
c81ea9;R44
3fec61;WT9
394825;DR40
a0d354;M326
ab8197;AC90
841375;BK17
391a18;DR40
3f75cd;C160
a07235;T28
84b940;A320
405b68;A319
e48fd5;G550
a637a0;BE20
40400c;CH70
43ebb4;PA34
4b436c;B407
a57319;E545
3c66ea;A320
3e7666;RF4
3c48ea;A319
a199dd;DHC6
300427;EC45
a48dd1;BE9L
48531f;ECHO
3b7635;AJET
3c308f;F2LX
863824;B412
7c1a54;R22
402db4;SV4
3e6fef;DIMO
3ef6af;GLID
3ee3c6;GLID
484cc9;PITA
39d40f;WT9
a95dab;R44
464017;PK15
a4fd41;HDJT
aa1967;C56X
a1cd12;B06
392612;DR40
3c5ce7;A319
a3aeb7;YALE
00a869;P750
780421;B738
4071d3;SR22
4b4315;AS32
e0658d;B738
ac9f51;PC12
c0348d;CL2P
c02997;DJET
399083;BALL
c0648b;CL64
39856c;E190
3d40b2;C182
3e6bd1;SF25
406d6c;R44
ac6ed9;BE9L
404f6c;RV8
406c81;B738
ae113f;TEX2
a05fe3;O3
a89bec;B752
a26601;MI2
00a706;BE20
c01636;RAF2
39900b;BE20
4406c0;C56X
845d72;R22
3fde0e;BALL
a06b84;DHC2
3e73fb;AS26
a7d547;FA62
a65fcd;H900
4850d5;PULS
44ba82;DR40
7c79b0;R44
780674;A321
ad72f2;C208
3ee36b;GLID
382520;DR10
ac6df4;B06
a12be4;G450
4ae2b4;EUPA
a6e400;C425
3f7430;EUFI
ad822e;BE9L
3cd063;LJ35
403aa6;PTS2
3ef0b8;GLID
a97da7;CRJ7
38adbb;GLID
a33202;O1
c082f1;H25B
c064f1;CL4T
a02f0c;H500
aa254d;EN48
c059da;R66
ae1762;SUCO
a62bbc;R44
391504;P28A
7c23cf;R22
40393f;ULAC
780e4e;A321
ab3076;B212
a7acb2;A318
872bc8;AS65
39e094;EC35
3ee314;GLID
400f02;A319
3ec514;AS29
abdbcc;B350
3aabcd;AS55
ae03de;C130
a5b9f0;ST75
3f8f14;EUFI
a2f3b4;AS50
405c5e;GLID
7c162b;AS50
406e5c;ULAC
3829a4;WA40
a1e22e;T28
405321;DUOD
a8e672;B06
3d2b3d;C172
14dc7d;AN2
3952ac;DA40
403521;BALL
a52276;ST75
3d1002;PZ04
7c809c;BN2P
3951c1;B77L
3d2200;D250
404caa;SKRA
acbb51;L29
3b7640;AJET
45a922;MCR1
402eaa;ULAC
3ef7c6;GLID
484dbf;ULAC
3e63f9;SF25
a8a6c0;E145
3ee4bc;GLID
14b907;AN24
3ef6ba;GLID
a05a76;UH1
a1938b;BE20
aa1972;AC90
ada5ee;A321
a0211a;H269
a524c0;B430
3de555;EC35
a8a063;E550
c02eaf;BE20
47c20e;S92
403a4b;BALL
a9fe30;A306
401c4b;RALL
145866;MI8
3ef05d;GLID
398aa5;BALL
75002b;A333
4b514e;GLID
a01ac4;C208
a62f1d;B407
3e8903;EUFI
4054f5;VENT
acd935;CRJ9
4049de;ULAC
1482a7;AN2
43c496;EUFI
abd135;B738
a95599;GLEX
40582f;CRUZ
3f02c0;G104
c8011e;PA22
4bcc66;B738
3ed206;DG40
e06541;B738
4b8e02;B738
3fea1b;FDCT
a63768;C25A
395272;C208
3e69fb;TFUN
a3c399;E45X
ae14a0;BE9L
e49156;S92
4a98c8;P28A
402e70;P28A
3c56f3;A320
3ee482;GLID
a54e73;C441
3f64f6;EUFI
3902ee;R200
3ef680;GLID
30060d;PC6T
383039;D140
3d34d9;A210
a90388;F2TH
3ff266;C42
478590;P28A
484eaf;FB1B
392111;BALL
405856;GLID
392904;BALL
43ea19;G650
c87f2c;H2
ac58b7;E55P
43c5e7;A400
3d2735;R300
3d0935;D11
1558e9;YK40
a99960;H269
a5a122;C560
adfe3c;L410
a6ae41;DHC2
4043e7;ULAC
45db03;GLID
c0754f;T28
a973de;AS50
505d86;DA42
7bb0be;B738
3eeaf7;GLID
3809ea;J3
1437a4;MI2
a06ce0;T6
c026e0;B350
a3b8e8;C208
385c8d;HR20
ac9784;BE9T
896179;B77L
ac0a7a;H500
780e02;B739
344447;AS50
8416d8;B737
38363b;GLID
4b2c46;BALL
a416de;H269
a16fad;C208
a116ad;E145
80015a;B738
a00181;CL30
4b46cf;GLID
403b62;DHC1
3d4788;SR20
a7dcd9;UH12
a48b51;C25B
505c23;C182
3d467c;RV9
a7dbcd;E35L
a8018a;LJ45
3d0a41;C172
86ce6d;DH8B
3a284b;R44
4019eb;P28R
440525;DIMO
00ae37;R44
3fe158;BALL
3d19d4;P28A
4ab4c8;GA8
4c0854;C172
0b4033;LJ75
402698;BALL
1456eb;MI8
3b9bab;E121
478680;C206
40643c;A320
405946;GLID
75806c;B350
c075b5;O1
a59749;BE40
a369cd;EC35
3988cf;BALL
ad8fbc;BE30
a018ee;E75L
3e5e3a;DIMO
3ef011;GLID
a2f72b;H60
3d2825;PA18
4050d9;SKRA
4032d9;ULAC
e48756;BE40
7c0634;P28A
aaf59f;T34T
a0f70c;E75L
4b1619;A320
86d5b6;B788
a0d90c;A321
842194;B737
3c0c82;B738
390a37;DR40
ae1f7e;EC45
c03a04;B429
404b87;ULAC
ae1e93;TEX2
45899a;P28A
aaa510;BE20
e1a3d7;JS32
40302b;FOX
4954c4;ULAC
a9047e;C680
4b2895;P28A
a6b15f;A109
3e6685;SF25
a5b855;B407
a1fad3;ST75
a6e40d;T6
48433e;A320
a6c35d;C25B
a3ff38;LJ35
868038;B738
a3500f;B763
a74224;CRJ9
a24dd3;SR22
3ee6ce;GLID
3c4866;A321
76cecd;B772
05a01d;DHC6
3eff71;GLID
3ff1f7;ALSL
a1cb5f;STRK
3cc1c8;C680
a2f97e;B350
a1b024;C208
402d0f;ULAC
3cd3c6;E55P
4b4e6f;ARCP
c0755a;CL85
4038db;BALL
3eebed;G102
a986f3;U21
3d9cba;P68
4055f0;GLID
a7f977;ST75
3f0288;GLID
43c67c;TUCA
3d25ba;DO27
8a0541;A139
40507e;RV7
adfdcd;C130
89806f;DH8B
47842f;IS28
40327e;BALL
c061f7;DHC3
ae1468;C17
adfce2;BE40
3d400d;Z42
4b868c;ATL
384950;RALL
a64465;CN35
a37d6f;R44
3e7d2a;SF25
146400;MI8
3e5f2a;AS25
405ed6;PA46
accd5c;MD88
3d1bb7;SR22
7cf9cc;P8
3e79d4;AS24
c01853;DH8C
020044;B738
e48ce6;A319
7c0bc4;B06
896218;B77W
484e80;ERCO
401427;J3
00af2d;R44
462fe2;RALL
40311b;FOX
3d0e13;J3
3ee944;GLID
a43ce4;TBM8
758105;J328
89610c;B77W
00ae42;R22
4497c5;FK14
503db4;A320
c01d72;B734
49d126;M20P
402ac5;C421
08002e;AT43
a7dc83;BE40
401fae;NC85
3ee0d7;GLID
a4bf3d;H47
847c18;A320
383dc7;DR30
3fedf6;ZZZZ
a47c1e;B412
c82040;AS50
3d3432;C172
393aa1;DR40
7502a3;EC25
851c42;B738
43e8a9;GL5T
4b8e0f;B738
009509;R44
4050e4;P28A
396589;BALL
e48761;E195
ae14ad;BE9L
a62b38;GAZL
c0764a;DH8A
4407ef;PA22
a641fa;BE20
402e7d;ULAC
aa0f95;T6
405e7b;EAGL
a8945d;C650
c81a74;BFIT
a40d19;HA4T
3d2e66;P28A
3d1b5c;C152
c019a4;B06
402540;C152
48d822;M28
3ecd3b;AS26
402907;BALL
a27e4d;C56X
7cf992;C27J
a7d8b5;ST75
a66355;A320
868043;B738
a8e3bd;G650
0d80e6;BE40
c01347;AS50
4011bc;SKRA
a0ff12;SH33
7809e2;B738
3c6671;A321
495239;A343
396426;P46T
c02545;DHC2
3e73bc;RF4
3c4871;A321
394626;APM2
3e68c6;AS25
a65cde;E145
874910;AS65
4b47ca;GLID
a02443;A320
80061c;H25B
a4aaf5;CLON
404b1a;WACF
c01ece;B407
3d1b05;BE35
3ef636;GLID
a5121d;EA55
a6df58;P46T
3fed9b;CH60
3d9dd1;PA34
15538d;IL76
3f037e;GLID
a6c311;B738
3f0293;G104
152c00;IL76
c04b1f;BE20
e84032;E145
a93eb8;C56X
abfa8f;C208
391215;C172
ae095c;U2
abc154;T6
780b5f;B738
385469;DR40
4baa87;A321
a3d18c;TB20
c0508e;DH3T
a8e9e0;B06
44a8ae;SB91
42453a;A321
a72799;C560
ab4ec8;GL5T
3f021b;DG80
45d0cb;P28A
406b6d;E190
404d6d;FDCT
403232;GYRO
3944c7;E145
780b08;B738
48503b;R90R
4baa0f;A320
444502;PARA
3ee1cd;GLID
400dbb;PA34
a0ce3f;P51
402ad0;ULAC
c03237;DH8C
06a1b7;A189
3ee0e2;GLID
a1909c;EA50
142dc7;AN12
3e92ac;TOR
a41040;SF34
140fc7;EC20
401d18;PA20
3eef85;GLID
adf2c2;T34P
a496d3;SPHA
3fef97;FDCT
a93e5d;JS31
7c8006;R22
3e1766;PAY3
a6f89b;DHC2
ace13c;SU29
3e6814;DIMO
e17199;B06
4407fa;AS26
405f92;FDCT
7582e4;A333
a3ea22;H900
a50cb7;E75L
7c2fe9;R22
a48474;T6
ae0365;K35R
a762f3;B06
33ffcb;M339
506ccf;PC6T
8880de;C208
5000e6;G450
3ee7f0;GLID
ab89c7;PC12
c06400;R44
3fdb2a;BALL
a7f063;CL30
c02550;DH3T
aa6984;MS73
a5c046;P47
e030ce;R44
a1ed3c;R22
3ff5d4;C42
3ef391;GLID
30031e;P28T
a69c44;C525
44003a;A321
48c128;B738
acda02;A321
3dd7b5;EC35
392e67;AS50
c05e34;DHC2
3ee2bd;GLID
3fefdc;C42
a17498;C55B
1467ba;AN26
393020;AS55
abfa9a;G650
40545b;GLID
a6d58f;B47G
3d233a;P28A
a28737;SR22
aa7faa;S76
aaa2d3;B737
7c6d53;C172
4040f8;BALL
8a03e9;B735
3f3b82;BALL
87457d;B06
a146e4;AS50
4b89ef;BALL
3da3a4;PA34
ad5b7e;BE9L
33ff91;AMX
3fc609;BALL
aab20f;H25B
c07cf1;UH1
abbf2e;E170
a05eda;LJ40
a04bf1;GLEX
ae2f62;B350
a1b654;H269
ac897e;C650
780b13;B788
ac4d43;B77L
403ed0;DV20
4b0b57;BE35
3ef4e2;NIMB
c06b7d;C650
484917;BALL
14b623;AN24
38454a;RALL
a7ff4b;E550
e47f4f;B738
a6910d;MD52
851ffc;AS55
ae00a3;T38
3ee8e0;GLID
a7272c;C56X
acbaa3;CJ6
3d318f;GX
c01809;AT72
3d0899;GY80
abe579;B739
a01707;UH1
a6a2c9;ST75
3fd9af;BALL
3d0a02;J3
3ee283;GLID
71003c;B772
018083;A320
a9a158;B06
7c039c;R22
4016fc;P28A
484a7a;GLID
ac6084;G550
440236;C525
c823a3;GYRO
a5babf;FA62
3e5df9;AV68
398c07;DA42
40109f;VULC
40614d;EV97
a5d779;S61
405657;ULAC
3eeb69;GLID
403857;BALL
3cbded;CL30
3d1338;C172
3ecd69;DIMO
40554b;GLID
71ba04;B77W
3d302c;F260
3eea5d;GLID
c028ff;BE20
3d122c;RALL
390da5;TB20
7c7a45;B738
14165a;MU2
a153d6;GLF5
4016a5;PA22
404ef5;DV20
459144;RALL
46d475;STCH
4028a3;ULAC
a971df;T6
adc302;H500
abd97d;EN28
49d3a4;G2CA
a6d1e2;PC12
abf692;LJ35
3845b0;P28R
a02820;A109
a6c6cb;A320
448b3a;BALL
4951d5;A320
4069fd;DA40
a301e4;ASTR
a706e2;C501
a9138d;T6
a811ea;R44
c00d91;BCS3
3d1aa1;M20T
3f3d06;BALL
484bcb;BALL
adab38;A320
392620;BROU
aa2380;T28
e48304;BE9L
0d07f7;A320
3d5d8c;PC12
e8064a;A109
ace9a0;H269
3efc82;GLID
391aee;DR40
4ab42e;ATP
3f05f6;GLID
7c19c7;BE20
851a8f;EC35
382a39;C182
acd82c;C25M
4035ec;P28A
4b072e;C210
43c499;EUFI
3d10cd;BE24
7c8218;DH8C
e19094;EC35
43c38d;DHC1
e0f3d7;UH12
a255be;DHC2
40503f;ULAC
404549;XAIR
ab9a1a;P46T
151d04;AN72
40118f;FDCT
40623d;ULAC
a1aa19;B06
a6d543;FA62
a2c52e;G650
3e5c3b;LAE1
04c01f;B733
e4904d;B429
c05414;H12T
a35343;LAMA
3e76e5;RF5
395445;BALL
a0e224;DHC2
a521de;LJ35
c06612;PC12
393645;BE58
484b91;B737
44032c;BU31
3ee655;GLID
ad57bb;CRJ2
384e3b;MCR1
440241;H269
4b4746;GLID
3ff15d;C42
c06b31;B06
3d16f0;BE23
ab24ee;PC12
4aa6cd;PA25
407462;A20N
40189d;DR10
a4fa13;EXEC
ac9fd0;R44
a0fd08;B06
405662;GLID
3eeb74;GLID
c067ba;AS50
3985eb;BALL
7c44b9;F70
84011d;B772
3d2541;PTS1
404feb;H269
390db0;TB20
ac9c23;H500
4042de;ULAC
c0435d;BE18
ae11be;TEX2
ab4ae9;B789
e48839;C650
3fd306;BALL
a0425b;GLF2
4847c3;S11
a03765;A321
403e98;BALL
405b8c;E195
4859c1;F2TH
a38ce4;DHC2
60183c;B738
008696;CRJ2
403d8c;FLIZ
3ef39e;GLID
c016b5;H500
4cabb4;B738
3d0d77;J3
4242a6;A319
40173a;ULAC
4955a7;ULAC
896440;A321
485614;GLID
a3be8f;A320
49106e;DR40
3fd980;BALL
490578;C182
4b50dd;GLID
a0fc23;GLF4
4400e2;B06
3c4582;B77L
3ee3ea;GLID
3ef9a4;GLID
c07304;ELIT
7394f7;C172
7c38bd;P28B
a02404;CJ6
402b37;LA4
c2bb61;H47
448985;BALL
400d37;JS31
ab2764;C650
a33bbe;R44
c8225f;CJ6
a31dbe;AS50
402a2b;PA38
884207;A319
3ef347;G102
401f35;UNDEFINED
4a1576;KA26
4bd24b;B748
00981c;B190
abcdff;DA42
c08830;FA20
3fc70a;BALL
c04980;B212
7c8223;DH8B
4039be;D140
c041fe;B412
00a9d8;R44
ae066d;K35R
ab2c8e;A319
4d2046;CL65
3d3233;DV20
a1aa24;B752
405cdd;DR10
403edd;ISPT
406edb;E145
405bf2;ULAC
a873d4;T6
a8e6f1;SW4
a58ede;B06
4035a0;PULS
3d0dbc;C172
4a0ae1;C172
c0119f;DH8A
ac2613;M7
4017a0;PUP
010086;C130
a0a46a;C650
7c2607;R22
3e76f0;DG80
33ff47;B412
404a7e;EXEC
43c708;EUFI
3d9924;PA34
3ee74b;GLID
a97a96;BE9L
3d1a69;GY80
c05bf7;P32R
3ee660;GLID
a7e2b8;B06
484f63;SIRA
4caca4;S92
a8efd7;GLF4
a23115;CL60
400acc;BE35
acca21;B350
467896;C295
c06f03;CL4T
49d209;L200
401cca;DHC1
44e48c;GLID
3ed2dc;VENT
383ae3;RF4
a1f884;E75L
aa292d;B752
7c62c4;R44
401a29;HR10
7c39ad;AS32
aacfe9;CRJ7
a88c0a;SBR1
402c27;PTS1
a35aae;B738
3ee239;GLID
4b8b2b;BALL
a475e4;BE9L
3e1727;B105
385691;BE58
49964f;C172
3ff111;CDUS
7c7115;CA25
3f017f;GLID
a988c6;C525
3d2b82;C182
ae135f;A6
44a835;B738
ae0076;T38
3d0d82;C77R
3934f1;TB20
4242b1;GLF5
484171;C172
444466;PARA
ae1274;C130
a406be;DC10
a13fe9;BE9T
e0364c;C56X
c06111;A333
0d81c9;E190
aa718b;F2EX
396142;DR40
c02261;JS31
3e78cb;AS25
a7c45d;SW3
a25cef;LJ25
39382b;ATL
c8185f;R44
448990;BALL
a223b4;PC12
405b40;H269
a4a62c;C750
88044d;A320
a4810d;C25B
71bd84;A333
393ccb;FA10
06a11d;A35K
3ef352;GLID
3d0d0a;C150
3ee83b;GLID
3dd4c6;G2CA
0d0a18;A321
a31f5f;LJ45
390d78;RALL
3ec1ce;DISC
3feced;EV97
a06595;C510
7810a9;B763
40516c;BALL
a6aec0;GLEX
404676;ULAC
02ad01;DHC6
402876;ULAC
38646e;J1
a66ba1;SR20
add3ae;BE9L
38466e;DR30
3d3605;C172
3eed86;GLID
a4d7f3;P28A
4040b9;UNDEFINED
acc249;FA50
3d3ed1;P28A
4052b7;DISC
010091;A320
ab4be4;PAY1
80058b;H25B
a04829;E110
43c713;AS50
3818ba;AT76
aa020e;R44
3e6693;SF25
851186;B738
0d816e;MD81
ae0621;H500
ab2c42;C25M
a7d7ac;CL64
ab0e42;CL61
4606ae;C172
424b3c;C25M
040156;B77L
e03055;R44
3d16fd;C172
345317;M20P
c04a8e;B212
484628;FK9
38450b;M20P
a15ed9;GLF5
a7de5c;CL64
393c91;BALL
04004a;B788
a79b3d;B105
3ee5f1;GLID
ab87c8;B77L
7103aa;B350
a63df6;C501
c81268;R22
45cacb;RV8
404a32;ULAC
3831a8;RALL
3d409e;BX2
471f6e;A321
a59b1e;C25M
4cc0db;B733
a7caf9;TBM8
4b4d92;AS26
a6788f;R44
0d038b;FA20
aaa9a2;B47G
4047c7;RV8
a1d002;MU2
4064bb;B738
4d00f2;B737
c81def;R44
4059c5;R44
7c335b;BE20
4046bb;AP22
0c40c4;SF34
7580eb;B412
3f018a;GLID
3d16a6;JUNR
39ae37;F2TS
3eedcb;GLID
86e4dd;AS50
380604;MS31
800d0e;A20N
ae136a;A6
4d402c;EC30
a760fa;B06
a3e4d3;B350
403568;BALL
3d1049;C172
a2a77b;G650
adffab;T38
43c0f9;HAWK
a98274;U21
3d2247;DR40
a6267e;B744
a1c6b4;GLF2
a26738;E135
a6592c;PRM1
ac3c79;LJ60
3feb50;FDCT
150094;T134
a6387c;FA50
46d436;CH70
a541f0;MG17
70203e;B77W
e48faf;F2TS
404007;ULAC
45986a;C182
a12543;LJ60
403405;PEMB
4612b5;DHC1
3e1c05;C303
3efff0;GLID
a31f6a;TBM7
a6b539;GALX
399a31;ZZZZ
44ccb5;C172
7806a9;A321
ab47bb;T6
393d81;A319
7810b4;A320
a6071b;R44
382da7;WA40
71c975;EN48
320002;P180
402881;BALL
a88e11;C650
484796;C172
a5ea44;BE40
880401;E35L
4b27b1;PA18
3eed91;GLID
43c6fb;A332
e06588;A332
a2cc13;EN28
4053ad;GLID
0d8207;MD82
a62a3a;KODI
4784ae;C172
4a8ca6;J3
4032fd;ULAC
c08536;CL60
a0e098;CL65
424279;A319
a4d28c;B407
7582e7;A320
c06736;DH8C
398567;E190
4065ab;MT
a01586;DHC2
149dba;AN2
392b0b;P28T
aba3c8;B47G
3fa525;TIGR
3444d1;A320
e481bd;BE20
40414e;BALL
3ef977;GLID
e480d2;A320
ac869a;C55B
a52868;BE20
3da506;P68
3d1139;PA18
48471e;GLID
7cfa15;EC35
3939b3;BALL
acdd38;C650
484633;C172
abe8f2;C208
e48f75;E55P
a37104;B06
867816;B772
4014a6;DH82
a9f1af;R44
38febb;COZY
395406;BALL
3ee9c3;GLID
adce10;EA50
424116;A320
00aec1;R44
3ff4cb;ECHO
3831b3;RALL
abd77e;B738
49d1a5;AN2
484b52;BALL
402d54;P28A
ad72cc;DA40
4aaa05;H500
3ee366;GLID
ad67d6;PC6T
a0cdc8;H269
71011f;A320
4059d0;ULAC
a69e17;ST75
3ddd5c;B47J
a34d38;R44
a9bfb5;C25B
a02b40;EC30
405373;TWST
acd5a3;C560
4d0293;LJ45
aa2181;PC6T
3d2b8f;DR40
40485c;R22
403573;L8
a9836a;R44
a89b03;F104
c064cb;EC20
ae173c;TEX2
3d3d8d;P28A
48b49b;DA42
3efa83;GLID
4b16a3;A319
0c2039;E190
3d2252;PA18
780e49;B738
404cfc;PNR3
a72bc9;P46T
ac8e1d;B738
acb601;B430
a39157;C25C
e48183;C525
480c2a;PC7
ac2234;AS50
a9ec06;B753
0d0706;E170
781002;B789
405efa;GLID
a72abd;C525
39d46c;R66
ae03d9;C130
3d1bdb;P28R
4b052f;BALL
8963de;B77W
a9f7d2;B737
ab5ca8;C680
aa2a67;C25C
403e59;CAMP
405b4d;GLID
a37ede;R66
c07faf;B737
4a9746;PA32
3d2b38;C152
742823;A320
3d0d38;M20T
780a0a;A333
147b59;KA32
3c48f0;A319
a65f6d;AC95
485325;ZZZZ
458c2f;TOBA
a69d32;C25B
abf5e4;C25B
e47e67;A320
49d14a;SU31
7806b4;A332
a63830;BE18
e48020;DC87
3ef6b5;GLID
ae198f;A10
c03415;DHC6
448946;BALL
385db0;C150
ab2475;GLF4
401c46;ZZZZ
4ca8a9;B738
3fdf77;BALL
0d8212;YUN8
39c891;AS50
ad6c9a;R22
